Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Americas,Nicaragua,1997,65.8,women,26.1,123,4.61,41,78.2,112,2437647,1.840028676
Africa,Niger,1997,47.3,women,21,131,4.18,65.7,241,150,5154177,3.448464804
Africa,Nigeria,1997,44.9,women,22.9,133,4.14,657,3680,1090,56310599,2.49260231
Europe,Norway,1997,75.3,women,24.9,130,5.52,707,47,316,2232859,0.577648551
Asia,Oman,1997,69,women,26.2,129,5.14,10.8,10.5,24,935733,2.140096297
Asia,Pakistan,1997,61.3,women,22.8,126,4.63,1210,1180,1550,63360007,2.949447732
Americas,Panama,1997,72,women,26.1,124,4.9,59.1,36.1,93,1414826,2.08583769
Oceania,Papua New Guinea,1997,58.5,women,24,117,4.64,97,57.1,127,2678533,2.491525469
Americas,Paraguay,1997,67.1,women,24.9,125,4.89,94.8,45,114,2463466,2.237978105
Americas,Peru,1997,66.6,women,25.7,122,4.85,707,565,1510,12648382,1.822968952
Asia,Philippines,1997,63.8,women,22.6,123,4.79,1800,1050,827,36210841,2.306926648
Europe,Poland,1997,68.2,women,25.6,131,5.24,4520,848,2200,19809301,0.12261283
Europe,Portugal,1997,72.2,women,25.7,131,5.3,584,230,1410,5272291,0.390725338
Asia,Qatar,1997,75,women,27.8,130,5.3,3.15,3.23,3.94,184280,2.781480593
Europe,Romania,1997,66.1,women,24.9,130,5.08,1420,557,1360,11533561,-0.651663411
Africa,Rwanda,1997,39,women,21.2,131,4.3,41.2,103,126,3296725,6.670797525
Oceania,Samoa,1997,65.2,women,30.8,123,4.61,1.52,1.06,2.71,82523,0.471169767
Africa,Sao Tome and Principe,1997,61.1,women,23.3,133,4.38,2.07,0.62,5.01,6865,1.560766329
Asia,Saudi Arabia,1997,69.9,women,28.1,128,5.12,168,304,150,8751726,2.623633279
Africa,Senegal,1997,55.8,women,23,129,4.4,63.4,242,141,4618099,2.645316247
Europe,Serbia,1997,69,women,25.5,132,5,916,310,515,4970319,-0.645939848
Africa,Seychelles,1997,66.7,women,26.7,130,5.34,2.01,0.89,1.59,39176,1.073271414
Africa,Sierra Leone,1997,35.6,women,22.6,133,4.24,23.9,114,72.8,2187727,0.484110919
Asia,Singapore,1997,75.3,women,23.4,125,4.66,273,82.3,169,1834856,2.78055833
Europe,Slovenia,1997,71.1,women,26.2,132,5.33,193,39.1,204,1020112,-0.219395415
Oceania,Solomon Islands,1997,60.6,women,27.1,122,4.67,6.38,4.31,7.7,184672,2.789713904
Africa,Somalia,1997,47.5,women,21.8,129,4.41,38.3,106,127,3958877,3.331021646
Africa,South Africa,1997,56.2,women,27.9,130,4.53,1390,636,729,21787049,1.801828027
Europe,Spain,1997,75.1,women,25.8,125,5.26,2020,1410,3430,20420582,0.28090129
Asia,Sri Lanka,1997,66,women,22.3,124,4.59,216,89.3,363,92154,0.687386936
Africa,Sudan,1997,55.6,women,22,127,4.52,376,281,545,1266894,2.554799565
Americas,Suriname,1997,64.5,women,26.3,125,4.75,12.6,9.18,8.75,223984,1.451677922
Europe,Sweden,1997,76.6,women,24.8,127,5.44,1230,245,595,4485824,0.098607468
Europe,Switzerland,1997,75.9,women,24,124,5.5,859,142,481,3616012,0.428011879
Asia,Tajikistan,1997,60.7,women,23.6,129,4.57,63.2,69.2,233,297004,1.403238032
Asia,Thailand,1997,66.5,women,23.5,120,4.98,4850,3480,1340,3067129,1.295882141
Asia,Timor-Leste,1997,55.1,women,21,121,4.41,13,6.93,16.4,426808,0.732349158
Africa,Togo,1997,53.2,women,21.6,129,4.25,39.3,119,72.5,2276143,3.079417339
Oceania,Tonga,1997,68.8,women,31.7,124,4.79,4.04,3.67,3.38,47497,0.236361718
Americas,Trinidad and Tobago,1997,65.1,women,27,124,4.75,27.3,21.5,31.6,632243,0.192225409
Africa,Tunisia,1997,69.9,women,26.6,130,4.77,96.4,37.7,133,4652371,1.417817899
Asia,Turkey,1997,64.4,women,27.6,128,4.92,1890,621,2580,30622457,1.623259837
Asia,Turkmenistan,1997,59.1,women,24,129,4.78,62.4,53.3,152,2210848,1.58279728
Africa,Uganda,1997,42.2,women,21.6,131,4.3,165,336,298,10977176,3.05429946
Europe,Ukraine,1997,62,women,25.8,132,5.13,4190,750,7770,26795042,-0.759971135
Asia,United Arab Emirates,1997,72.7,women,28.4,125,5.41,11.9,8.44,13.8,887893,4.581406059
Europe,United Kingdom,1997,74.5,women,25.9,130,5.59,15500,1060,4540,29942042,0.303919579
Americas,United States,1997,73.4,women,27.2,121,5.4,84300,4900,10700,138068851,1.206454456
Americas,Uruguay,1997,70.3,women,25.3,126,5.11,217,28.5,247,1686321,0.709851383
Asia,Uzbekistan,1997,63.4,women,24.7,124,4.64,444,297,830,11879454,1.776850168
Oceania,Vanuatu,1997,64.8,women,26.2,129,4.71,3.32,1.75,3.3,85272,1.925628429
Asia,Yemen,1997,58.3,women,25,125,4.65,187,129,356,7893548,3.28778588
Africa,Zambia,1997,41.5,women,22.1,129,4.49,49,154,167,483444,2.793762683
Africa,Zimbabwe,1997,45.6,women,24.7,131,4.44,172,331,242,5909605,1.120199229
Asia,Afghanistan,1998,53.4,women,20.6,124,4.37,280,176,664,9553498,2.232376321
Europe,Albania,1998,70.4,women,25,129,4.92,134,95,121,155551,-0.440032386
Africa,Algeria,1998,67.9,women,25.3,131,4.88,198,109,297,14892933,1.490630321
Africa,Angola,1998,42.9,women,21.6,130,4.52,154,201,250,7709857,3.354581964
Americas,Antigua and Barbuda,1998,70.5,women,26.4,125,4.97,1.66,1.56,2.43,38681,2.455368968
Americas,Argentina,1998,69.8,women,26.2,120,5.2,2040,757,1570,18546976,1.197743714
Asia,Armenia,1998,67,women,26,133,4.84,143,128,209,1647242,-0.636328705
Oceania,Australia,1998,76.2,women,25.8,122,5.42,2620,191,859,9325776,1.014228444
Europe,Austria,1998,74.4,women,24.7,127,5.48,1130,261,881,4144851,-0.003594692
Asia,Azerbaijan,1998,62.7,women,26.3,129,4.75,180,199,463,4087976,0.800093107
Americas,Bahamas,1998,68.6,women,27.9,126,5.23,8.27,4.87,9.59,148299,1.450970734
Asia,Bahrain,1998,73.2,women,27.4,134,5.23,14.4,4.94,7.34,262923,3.484065478
Asia,Bangladesh,1998,63.8,women,19.3,124,4.43,3140,539,2310,59593268,2.141074198
Americas,Barbados,1998,70.6,women,28.1,127,4.99,8.38,8.2,16.4,139862,0.456811228
Europe,Belarus,1998,62,women,26,130,5.24,512,140,1740,5290133,-0.434913455
Europe,Belgium,1998,74.2,women,25.1,127,5.56,1270,254,781,5225955,0.1274116
Americas,Belize,1998,66,women,28.2,121,4.78,4.03,5.6,5.69,114306,3.915490141
Africa,Benin,1998,53.4,women,22.7,129,4.33,52.5,182,100,3289037,2.908630117
Asia,Bhutan,1998,58.9,women,21.7,125,4.49,4.68,2.57,9.61,27638,2.41189309
Europe,Bosnia and Herzegovina,1998,70.8,women,25.6,133,4.72,282,85.1,187,1903044,-0.09407634
Africa,Botswana,1998,48.4,women,25.1,132,4.74,33.2,17.1,20,815027,2.160977805
Americas,Brazil,1998,65.3,women,25.1,127,4.89,5940,2420,5040,85613794,1.58064872
Europe,Bulgaria,1998,67.7,women,25.2,130,5.17,543,285,764,4166198,-0.817679611
Africa,Burkina Faso,1998,48.4,women,20.8,128,4.16,67.5,295,217,5587701,2.793188281
Africa,Burundi,1998,49.1,women,20.5,131,4.21,43.5,109,157,3155804,0.918137069
Asia,Cambodia,1998,54.6,women,20.7,117,4.38,295,133,362,5962346,2.64918346
Africa,Cameroon,1998,48.6,women,23.4,125,4.41,170,491,271,7395619,2.644694352
Americas,Canada,1998,75.9,women,25.9,122,5.33,7190,419,2130,15155955,0.923973843
Africa,Central African Republic,1998,43.2,women,21.1,129,4.37,50.6,68.5,101,1762302,2.447922995
Africa,Chad,1998,46.4,women,20.8,126,4.22,52.7,187,124,3905088,3.515909546
Americas,Chile,1998,73.2,women,26.6,127,5.14,636,288,1060,761002,1.28536244
Asia,China,1998,69.4,women,22.5,123,4.36,104000,90300,120000,619395759,0.792296993
Americas,Colombia,1998,66.6,women,25.6,124,5.07,1130,694,1930,19544198,1.746403303
Africa,Comoros,1998,57.7,women,21.9,130,4.43,2.97,6.51,5.76,256243,2.641719541
Americas,Costa Rica,1998,74.8,women,25.8,122,4.87,68.6,64.9,233,1893469,2.32556003
Europe,Croatia,1998,70.9,women,24.6,132,5.15,570,174,548,2325991,-0.790395654
Americas,Cuba,1998,74.3,women,25.2,125,4.77,1040,295,276,5528521,0.529822977
Asia,Cyprus,1998,75.7,women,25.4,126,5.32,25.9,7.51,21.6,450931,2.01643372
Europe,Denmark,1998,73.8,women,24.5,124,5.54,1590,121,276,2679173,0.396463605
Africa,Djibouti,1998,55.4,women,23.4,129,4.76,2.74,8.44,6.16,337909,2.949787799
Americas,Dominican Republic,1998,67.4,women,25.2,127,4.55,208,168,153,4097617,1.668960925
Americas,Ecuador,1998,69.4,women,26.3,125,4.87,223,276,778,6073229,2.086860489
Africa,Egypt,1998,65.7,women,28.5,125,4.8,760,1250,837,32873089,2.034913271
Americas,El Salvador,1998,63.8,women,26.2,120,4.7,101,110,281,2995711,1.04082767
Africa,Equatorial Guinea,1998,50.5,women,22.1,131,4.57,7.71,8.96,10.2,271558,3.571796348
Africa,Eritrea,1998,52.4,women,20.2,123,4.27,15.9,37.5,40.6,1108909,0.500185791
Europe,Estonia,1998,63.7,women,24.7,131,5.36,132,32.3,233,752631,-0.439840414
Africa,Ethiopia,1998,49.4,women,19.8,123,4.23,377,923,1170,31344038,2.97879876
Oceania,Fiji,1998,64.9,women,27.1,127,4.95,9.45,9.91,11.4,393755,0.95971406
Europe,Finland,1998,73.6,women,25.3,130,5.54,561,147,435,2645658,0.197011425
Europe,France,1998,74.5,women,24.6,125,5.52,4450,1310,3500,30073558,0.41702695
Africa,Gabon,1998,58.6,women,24.3,134,5,25.5,35.6,27.3,590580,2.335639689
Africa,Gambia,1998,54,women,22.9,129,4.35,5.47,49.1,6.54,62031,3.237542377
Asia,Georgia,1998,67.5,women,25.5,131,4.79,163,121,255,2406604,-2.933253312
Europe,Germany,1998,74.2,women,25.5,130,5.73,12400,2270,9570,41827227,-0.080122756
Africa,Ghana,1998,56.2,women,22.9,129,4.28,102,462,260,9094123,2.487294914
Europe,Greece,1998,75.5,women,24.6,126,5.05,1060,661,790,5515611,0.57658738
Americas,Grenada,1998,67.6,women,26.1,125,4.74,2.86,2.87,4.13,51344,0.420504997
Americas,Guatemala,1998,63.6,women,25.4,120,4.57,155,300,611,5661143,2.375870358
Africa,Guinea,1998,51.3,women,21.6,131,4.26,63.6,328,159,4103276,2.672071747
Africa,Guinea-Bissau,1998,50.4,women,22.1,129,4.23,11.2,41.6,30.8,595937,1.934043754
Americas,Guyana,1998,61.7,women,25.3,123,4.46,10.4,11.6,16.6,380145,-0.822080063
Americas,Haiti,1998,55.5,women,22.2,124,4.39,219,120,387,4150591,1.779714341
Americas,Honduras,1998,67.6,women,25.4,122,4.6,77.8,98.3,232,3128413,2.871031619
Europe,Hungary,1998,66.6,women,25.4,131,5.2,2080,387,974,538183,-0.206417179
Europe,Iceland,1998,77.2,women,25.2,122,5.73,57,3.06,17,137444,1.006805121
Asia,India,1998,61,women,20.9,125,4.53,9340,4950,32800,489529547,1.840475008
Asia,Indonesia,1998,64.2,women,22,126,4.59,2400,2560,5330,102840636,1.411652517
Asia,Iraq,1998,66.7,women,27.4,126,4.87,290,169,209,10962936,3.142491483
Europe,Ireland,1998,73.5,women,25.8,127,5.47,585,48.2,227,1856564,0.992812432
Asia,Israel,1998,76.3,women,26.3,125,5.41,421,87,265,2890470,2.418925924
Europe,Italy,1998,75.8,women,24.8,127,5.3,7430,3400,8400,29264627,-0.205344656
Americas,Jamaica,1998,69.4,women,26.3,125,4.77,78.1,43.7,90.5,1312852,0.839373112
Asia,Japan,1998,77.2,women,21.9,125,5.21,19500,12500,36000,64635749,0.220650335
Asia,Jordan,1998,70,women,29,124,5.29,44.4,18.2,42.5,2372456,2.20323679
Asia,Kazakhstan,1998,57.7,women,25.7,130,4.98,797,469,1320,7865676,-1.242120451
Africa,Kenya,1998,50,women,22.3,127,4.45,188,200,566,15224626,2.880307158
Oceania,Kiribati,1998,60.5,women,29.1,120,4.61,1.33,1.68,0.89,41278,1.858112276
Asia,Kuwait,1998,72.3,women,29.9,128,5.44,16.7,10.1,10.3,763027,7.020312101
Europe,Latvia,1998,63,women,25,131,5.3,181,48.5,364,1313357,-0.910425645
Asia,Lebanon,1998,71.9,women,26.5,130,5,105,33.4,86.4,1858612,0.999720141
Africa,Lesotho,1998,50.2,women,26.1,129,4.27,30.1,24.3,32.4,1030754,1.921042275
Africa,Liberia,1998,51.3,women,22.3,130,4.23,12.9,87.3,51.4,1263755,8.164030371
Africa,Libya,1998,68.7,women,28.1,133,4.94,45.8,46.8,47.6,2489972,1.752782909
Europe,Lithuania,1998,64.6,women,25.6,132,5.46,212,56.1,432,1886501,-0.572321542
Europe,Luxembourg,1998,73.8,women,25.5,127,5.66,56.8,13.5,36.8,216327,1.320799786
Africa,Madagascar,1998,55.8,women,20.6,130,4.4,79,177,181,7433563,3.231628786
Africa,Malawi,1998,44.5,women,21.8,129,4.33,52,90.3,67.5,5332468,2.912027396
Asia,Malaysia,1998,70.5,women,24.4,125,5.03,722,268,353,10856984,2.546940301
Asia,Maldives,1998,67.6,women,24.9,123,4.74,1.67,1.17,2.4,133103,1.808182715
Africa,Mali,1998,46.4,women,21.3,127,4.24,64.8,460,424,5228723,2.584787022
Europe,Malta,1998,75.9,women,26.7,128,5.43,16.9,4.49,17.2,195463,0.811804692
Africa,Mauritania,1998,58.3,women,24.9,129,4.43,23.8,78.8,41.1,1256997,2.490266663
Africa,Mauritius,1998,67.1,women,25.2,131,4.93,25.9,14.8,32.5,586317,1.091403773
Americas,Mexico,1998,71.4,women,27.4,123,4.91,2030,2070,2720,48866939,1.534684744
Asia,Mongolia,1998,59.6,women,25,129,4.92,84.3,222,275,1183269,0.694489358
Europe,Montenegro,1998,70.6,women,25.4,131,5.12,70.7,17.3,18.1,310921,-0.215025466
Africa,Morocco,1998,66.3,women,25.3,127,4.78,265,104,417,14159744,1.357673358
Africa,Mozambique,1998,45.5,women,21.9,132,4.4,96.8,459,323,8786523,2.48848123
Asia,Myanmar,1998,59.4,women,21.1,121,4.33,714,714,1690,23484088,1.387230636
Africa,Namibia,1998,54.7,women,23.9,132,4.59,13.3,5.52,11.3,896490,1.993474165
Asia,Nepal,1998,59.9,women,19.8,124,4.37,330,112,586,11503372,2.51473351
Europe,Netherlands,1998,75.2,women,24.9,125,5.46,2520,217,1260,7946789,0.578248525
Oceania,New Zealand,1998,75.2,women,26.3,123,5.54,594,47.3,210,1923358,0.938982905
Americas,Nicaragua,1998,66.2,women,26.2,123,4.6,41.7,82.6,113,2480212,1.746151104
Africa,Niger,1998,48,women,21.1,131,4.16,67.8,245,151,533394,3.487714915
Africa,Nigeria,1998,45,women,23,134,4.13,661,3730,1090,57714181,2.492571603
Europe,Norway,1998,75.6,women,25,129,5.5,731,48.4,307,2245664,0.573480009
Asia,Oman,1998,69.5,women,26.2,129,5.14,11.2,10.8,24,95561,2.124217058
Asia,Pakistan,1998,61.5,women,22.9,126,4.62,1290,1210,1650,65209976,2.919773983
Americas,Panama,1998,72.3,women,26.2,124,4.91,58.1,36.3,96,1444113,2.070007195
Oceania,Papua New Guinea,1998,58.8,women,24.2,117,4.66,101,59.4,132,2744883,2.477102205
Americas,Paraguay,1998,67.4,women,25,124,4.88,99.1,45.6,119,2517011,2.173563589
Americas,Peru,1998,67,women,25.7,122,4.84,683,575,1510,128703,1.754516902
Asia,Philippines,1998,63.9,women,22.7,123,4.8,1890,1200,841,37034295,2.274053784
Europe,Poland,1998,68.6,women,25.6,131,5.23,4510,855,2180,19826052,0.084561288
Europe,Portugal,1998,72.5,women,25.8,131,5.28,606,230,1400,529209,0.375529348
Asia,Qatar,1998,75.2,women,27.9,130,5.3,3.17,3.1,3.83,190290,3.261341437
Europe,Romania,1998,66.2,women,24.9,130,5.06,1440,603,1330,11456301,-0.66987117
Africa,Rwanda,1998,42.7,women,21.3,132,4.29,45.1,110,132,3569952,8.287831105
Oceania,Samoa,1998,65.6,women,31.1,124,4.6,1.54,1.08,2.75,82833,0.375652848
Africa,Sao Tome and Principe,1998,61.2,women,23.4,133,4.36,2.13,0.64,5.1,69702,1.532410779
Asia,Saudi Arabia,1998,70.3,women,28.3,128,5.09,177,319,161,8974338,2.543635393
Africa,Senegal,1998,55.8,women,23.1,129,4.38,64.6,246,143,4737656,2.588879104
Europe,Serbia,1998,69.1,women,25.5,132,5.01,949,319,528,4924169,-0.928511832
Africa,Seychelles,1998,66.9,women,26.8,130,5.33,2.1,0.97,1.61,39578,1.026138452
Africa,Sierra Leone,1998,36.2,women,22.7,133,4.21,24.1,115,72.5,2210171,1.025904969
Asia,Singapore,1998,75.5,women,23.4,125,4.66,281,85.2,173,1882509,2.597097538
Europe,Slovenia,1998,71.4,women,26.2,132,5.32,204,40.3,205,1018181,-0.18929294
Oceania,Solomon Islands,1998,61.2,women,27.3,122,4.67,6.69,4.52,8.02,189808,2.781147115
Africa,Somalia,1998,48.2,women,21.9,129,4.4,39.4,109,132,4109212,3.797415277
Africa,South Africa,1998,55.3,women,28,130,4.53,1450,665,753,22142307,1.63059256
Europe,Spain,1998,75.3,women,25.9,125,5.25,2120,1410,3360,20495384,0.366306896
Asia,Sri Lanka,1998,66.3,women,22.4,124,4.59,215,94.4,354,9274599,0.642392083
Africa,Sudan,1998,56,women,22.1,127,4.52,387,289,548,12969716,2.374121276
Americas,Suriname,1998,64.5,women,26.4,125,4.75,13,9.36,9.01,227076,1.380455747
Europe,Sweden,1998,76.9,women,24.9,127,5.39,1280,240,572,448617,0.007713187
Europe,Switzerland,1998,76.3,women,24,123,5.47,896,146,461,3627669,0.322371718
Asia,Tajikistan,1998,61.3,women,23.5,129,4.52,61.3,69.1,231,3012413,1.426681122
Asia,Thailand,1998,66.6,women,23.6,120,4.99,4990,3640,1390,31085399,1.350151885
Asia,Timor-Leste,1998,56.2,women,21.1,121,4.43,12.6,6.85,15.8,42897,0.506550955
Africa,Togo,1998,52.9,women,21.7,129,4.24,40.3,120,73,2348405,3.174756595
Oceania,Tonga,1998,68.8,women,31.9,124,4.8,4.12,3.74,3.46,4764,0.301071647
Americas,Trinidad and Tobago,1998,65,women,27.1,124,4.75,26.9,20.4,31.6,633273,0.162912045
Africa,Tunisia,1998,70.3,women,26.7,130,4.79,99.4,38.8,133,4712126,1.284398858
Asia,Turkey,1998,65.1,women,27.7,127,4.91,1930,628,2560,31114976,1.608358859
Asia,Turkmenistan,1998,59.2,women,23.9,129,4.74,62.1,54.6,142,2240648,1.347899087
Africa,Uganda,1998,42.9,women,21.6,132,4.3,181,343,307,11308099,3.014646026
Europe,Ukraine,1998,61.9,women,25.7,132,5.08,3840,732,7050,26567602,-0.848813747
Asia,United Arab Emirates,1998,72.9,women,28.6,125,5.4,12.5,8.78,13.9,928516,4.575213455
Europe,United Kingdom,1998,74.8,women,26.1,130,5.55,15800,1110,4480,30034472,0.308696381
Americas,United States,1998,73.6,women,27.3,120,5.38,85900,5080,10700,139759643,1.224600616
Americas,Uruguay,1998,70.6,women,25.4,125,5.1,217,29,245,1697309,0.651595989
Asia,Uzbekistan,1998,63.6,women,24.7,124,4.61,442,306,817,12079304,1.682316376
Oceania,Vanuatu,1998,65.1,women,26.4,130,4.72,3.42,1.79,3.37,86836,1.834130781
Asia,Yemen,1998,58.6,women,25.1,125,4.65,192,132,357,8135624,3.066757813
Africa,Zambia,1998,41.9,women,22.2,129,4.48,50.7,160,176,4971195,2.828766103
Africa,Zimbabwe,1998,44.5,women,24.7,131,4.43,170,338,257,596739,0.97781493
Asia,Afghanistan,1999,53.9,women,20.6,124,4.36,285,182,692,9784258,2.415450341
Europe,Albania,1999,70.8,women,25.1,129,4.92,141,97.1,125,154996,-0.356796163
Africa,Algeria,1999,68.4,women,25.4,131,4.87,202,109,302,15103751,1.415557298
Africa,Angola,1999,43.8,women,21.8,130,4.51,158,204,249,7969816,3.3717746
Americas,Antigua and Barbuda,1999,70.7,women,26.5,125,4.96,1.66,1.52,2.47,39545,2.233654766
Americas,Argentina,1999,70,women,26.3,120,5.19,2100,770,1580,18763440,1.167112094
Asia,Armenia,1999,67.6,women,26.1,133,4.83,144,130,196,1638218,-0.547824788
Oceania,Australia,1999,76.6,women,25.9,122,5.4,2730,206,873,9420471,1.015411479
Europe,Austria,1999,74.7,women,24.7,127,5.46,1160,269,850,4146403,0.037444048
Asia,Azerbaijan,1999,63.2,women,26.3,129,4.72,183,203,468,4119262,0.765317605
Americas,Bahamas,1999,68.9,women,28.1,126,5.23,8.31,4.88,9.84,150496,1.481466497
Asia,Bahrain,1999,73.5,women,27.5,134,5.22,14.6,5.09,7.44,272674,3.708690377
Asia,Bangladesh,1999,64.4,women,19.4,124,4.42,3140,564,2350,60836454,2.086118184
Americas,Barbados,1999,70.8,women,28.2,127,4.98,8.34,7.85,16.3,140479,0.441149133
Europe,Belarus,1999,61.9,women,26,130,5.21,486,141,1700,5264844,-0.478040911
Europe,Belgium,1999,74.5,women,25.1,126,5.54,1300,249,745,523451,0.163702137
Americas,Belize,1999,65.7,women,28.4,121,4.77,4.17,5.71,5.91,118646,3.796826063
Africa,Benin,1999,53.5,women,22.8,129,4.32,54.6,185,104,3384292,2.896136468
Asia,Bhutan,1999,59.7,women,21.8,125,4.49,4.81,2.69,9.54,282923,2.36739272
Europe,Bosnia and Herzegovina,1999,71.4,women,25.7,133,4.73,293,88.9,183,1906472,0.180132461
Africa,Botswana,1999,47.5,women,25.2,132,4.73,35,17.9,21.5,831779,2.05539203
Americas,Brazil,1999,65.8,women,25.1,127,4.9,6320,2500,5180,86926088,1.532806734
Europe,Bulgaria,1999,67.9,women,25.2,130,5.14,553,283,758,4133069,-0.795185442
Africa,Burkina Faso,1999,48.7,women,20.9,129,4.15,69.2,299,224,5744496,2.806073553
Africa,Burundi,1999,49.5,women,20.6,131,4.2,43.2,109,153,3193517,1.195036194
Asia,Cambodia,1999,55.4,women,20.8,117,4.4,302,137,367,6108956,2.458931434
Africa,Cameroon,1999,48.8,women,23.5,126,4.4,178,506,283,7590734,2.638251105
Americas,Canada,1999,76.2,women,26,122,5.31,7470,438,2170,15294593,0.914742753
Africa,Central African Republic,1999,42.9,women,21.3,129,4.36,51.9,69.4,101,1804003,2.366280013
Africa,Chad,1999,46.5,women,20.9,126,4.2,55.3,192,129,4046215,3.613926242
Americas,Chile,1999,73.4,women,26.7,127,5.13,654,291,1070,7703459,1.227841714
Asia,China,1999,69.9,women,22.6,123,4.38,108000,92200,123000,624018094,0.7462652
Americas,Colombia,1999,67,women,25.7,124,5.06,1180,704,1960,19875544,1.695367597
Africa,Comoros,1999,57.8,women,22,130,4.42,3.02,6.66,5.74,262867,2.585046226
Americas,Costa Rica,1999,75,women,25.9,122,4.88,72.9,65.6,233,1934770,2.181234549
Europe,Croatia,1999,71.1,women,24.6,132,5.13,586,179,537,2309693,-0.700690587
Americas,Cuba,1999,74.5,women,25.3,125,4.75,1080,290,284,5555567,0.489208597
Asia,Cyprus,1999,75.8,women,25.5,126,5.3,27.2,7.68,22.2,459549,1.911157139
Europe,Denmark,1999,74,women,24.6,123,5.53,1650,121,271,2689178,0.373436131
Africa,Djibouti,1999,55.4,women,23.5,129,4.74,2.86,8.74,6.25,347724,2.904628169
Americas,Dominican Republic,1999,67.5,women,25.4,127,4.56,216,177,152,4163185,1.60014955
Americas,Ecuador,1999,69.7,women,26.4,124,4.86,227,289,774,6195757,2.017509961
Africa,Egypt,1999,66,women,28.7,125,4.81,787,1290,835,33529872,1.99793515
Americas,El Salvador,1999,64.1,women,26.4,120,4.71,106,115,281,3024616,0.964879456
Africa,Equatorial Guinea,1999,51,women,22.4,132,4.6,8.23,8.93,9.49,281427,3.634214422
Africa,Eritrea,1999,52.9,women,20.3,123,4.27,16.4,38.6,40.6,1124147,1.374143415
Europe,Estonia,1999,64.2,women,24.8,130,5.35,134,33.4,220,749858,-0.368440843
Africa,Ethiopia,1999,50,women,19.9,123,4.22,381,943,1180,32263002,2.931862193
Oceania,Fiji,1999,65,women,27.4,127,4.96,9.8,9.95,11.6,396804,0.774339373
Europe,Finland,1999,73.9,women,25.3,130,5.51,575,156,422,265045,0.181126964
Europe,France,1999,74.8,women,24.6,124,5.5,4730,1370,3440,30218099,0.480624873
Africa,Gabon,1999,58.4,women,24.4,133,4.99,26.5,36.5,28.4,604207,2.307392733
Africa,Gambia,1999,54.4,women,23.1,129,4.34,5.58,50.9,6.73,640507,3.255952669
Asia,Georgia,1999,67.8,women,25.5,131,4.76,164,119,254,234177,-2.694003667
